Brand,Model,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
25,425,2012,110000,80000,1,0,0,0
3,426,2008,250000,100000,1,0,0,3
8,363,2011,150000,186000,1,0,0,1
3,427,2010,140000,60000,0,0,0,0
18,428,2019,925000,11000,0,0,0,0
25,429,2017,969999,30000,1,0,0,0
10,430,2007,90000,80000,2,0,0,2
10,300,2001,55000,60000,0,0,0,2
10,342,2007,155000,100000,1,0,0,3
17,431,2019,900000,15000,1,0,0,0
18,432,2011,135000,90000,0,0,0,0
18,0,2012,180000,120000,0,0,0,0
10,2,2013,495000,100000,1,0,0,1
26,55,2009,400000,138000,1,0,0,2
10,342,2008,250000,110000,1,0,0,1
18,433,2015,138000,120000,0,0,0,3
9,434,2011,311000,70000,0,0,1,1
18,221,2015,190000,70000,0,0,0,0
17,232,2011,311000,140000,1,0,0,0
18,435,2009,300000,15000,0,0,0,0
9,436,2018,600000,20000,0,0,0,0
17,437,2009,550000,100000,1,0,0,0
24,438,2015,600000,70000,0,0,1,0
18,221,2018,195000,5000,0,0,0,0
25,439,2013,58000,27974,0,0,0,0
18,221,2018,183000,40000,0,0,0,0
18,440,2007,95000,80000,0,0,0,0
18,441,2013,250000,38000,0,0,0,0
18,441,2013,250000,38000,0,0,0,0
25,339,2014,400000,35000,0,0,0,0
10,223,2012,409999,60000,1,0,0,1
24,442,2004,120000,120000,1,0,0,1
18,443,2018,600000,18000,0,0,1,0
9,444,2016,600000,10000,0,0,0,0
17,175,2015,825000,90000,1,0,0,2
26,50,2016,625000,80000,1,0,0,1
10,445,2020,700000,1400,1,0,0,0
3,333,2011,160000,60000,0,0,0,0
18,152,2011,114999,60000,0,0,0,2
18,1,2009,150000,53000,0,0,0,0
27,446,2010,250000,100000,1,1,0,0
10,2,2012,390000,86000,1,1,0,1
23,344,2015,650000,100000,1,0,0,0
10,447,2016,600000,30000,1,0,0,0
10,164,2011,250000,120000,0,0,0,0
10,448,2011,229999,60000,4,0,0,1
18,369,2016,299000,50000,1,0,0,1
3,111,2010,330000,124000,1,0,0,1
10,449,2012,180000,100000,0,0,0,2
10,38,2017,475000,42000,0,0,0,0
10,65,2015,325000,100000,1,0,0,0
9,394,2016,639000,28205,0,1,0,0
18,450,2017,415000,32670,0,1,1,0
10,451,2016,1199000,30093,1,1,1,0
18,452,2013,525000,56228,2,1,0,0
10,453,2013,425000,59319,0,1,0,0
18,127,2016,699000,39503,1,1,0,0
10,454,2013,325000,35299,0,1,0,0
26,455,2011,275000,51687,0,1,0,0
27,456,2011,269000,76259,0,1,1,0
27,457,2013,399000,44049,1,1,0,0
17,458,2017,475000,45087,1,1,0,0
26,455,2011,249000,41125,0,1,0,0
1,459,2014,1549000,42215,1,1,1,0
27,460,2011,254999,54206,0,1,0,0
24,461,2012,269000,52547,0,1,0,0
18,462,2014,665000,59110,1,1,0,0
18,463,2014,299000,54565,0,1,0,0
10,153,2010,265000,47564,0,1,0,1
27,460,2010,211000,45143,0,1,0,1
24,464,2013,599000,61624,0,1,1,1
25,465,2007,55000,195000,1,0,0,2
10,223,2014,550000,50000,1,0,0,0
15,466,2018,4000000,68000,1,0,1,0
25,467,2010,220000,120000,1,0,0,1
18,422,2019,500000,20000,0,0,0,0
18,39,2010,140000,30000,0,0,0,0
18,334,2013,325000,60000,1,0,0,0
10,468,2010,210000,90000,0,0,0,2
18,39,2008,110000,90000,0,0,0,1
10,469,2019,1200000,25000,1,0,0,0
18,221,2017,229999,40000,0,0,0,0
18,400,2012,225000,110000,0,0,0,1
18,229,2006,165000,132000,0,0,0,0
25,470,2018,525000,10980,0,1,1,0
10,117,2018,325000,20629,0,1,0,0
26,471,2018,1500000,50000,1,0,0,0
10,472,2015,400000,30000,0,0,1,0
18,473,2015,550000,69782,0,1,0,0
18,115,2003,98000,54000,0,0,0,0
17,474,2013,900000,63654,1,1,0,0
23,475,2017,700000,60000,1,0,0,0
17,476,2015,890000,52000,1,1,0,0
18,477,2015,490000,59385,1,1,0,0
10,478,2015,525000,70378,0,1,0,0
18,479,2013,330000,55425,0,1,0,0
17,480,2013,550000,78413,1,1,0,1
17,86,2018,790000,40890,1,1,0,0
9,68,2015,350000,34823,0,1,0,1
26,481,2017,1700000,75000,1,0,1,0
18,482,2017,750000,55545,1,1,0,0
9,374,2014,409999,56541,1,1,0,0
10,49,2016,220000,43700,0,0,0,0
25,483,2009,68000,120000,0,0,0,1
10,117,2017,290000,20000,0,0,0,0
9,484,2014,600000,27483,1,1,0,0
18,485,2019,470000,8000,0,0,0,0
10,61,2008,150000,30000,0,0,0,0
18,229,2014,180000,56207,0,1,0,1
18,486,2006,80000,70000,0,0,0,0
9,487,2018,875000,1440,0,0,0,0
18,229,2019,300000,50000,0,0,0,0
26,488,2017,2800000,20000,1,0,1,0
26,489,2017,1330000,91195,1,1,0,0
27,490,2011,220000,63657,1,1,0,0
17,491,2013,250000,60000,1,0,0,0
26,25,2016,919999,75000,1,1,0,0
27,492,2013,380000,97248,0,1,0,0
18,334,2012,450000,46000,1,0,0,0
10,96,2016,770000,10000,0,0,1,0
18,493,2018,550000,80000,1,0,0,0
25,494,2011,320000,100000,1,0,0,1
18,400,2013,400000,35000,0,0,0,0
18,450,2017,450000,50000,0,0,1,0
18,495,2011,220000,90000,1,0,0,2
17,71,2012,400000,150000,1,0,0,1
10,496,2013,530000,89000,0,0,0,1
18,95,2014,390000,60000,1,0,0,1
6,497,2012,185000,100000,1,0,0,1
18,400,2012,300000,100000,0,0,0,1
18,142,2014,575000,90000,1,0,0,1
18,498,2014,300000,75000,0,0,0,0
26,499,2017,425000,36000,1,1,0,0
10,500,2016,350000,12000,0,0,0,0
9,501,2017,550000,12997,1,1,0,0
18,502,2017,500000,40000,0,0,1,0
17,503,2015,600000,60000,1,0,0,0
17,130,2013,300000,25000,1,0,0,1
10,469,2018,1150000,26430,1,1,0,0
18,504,2015,475000,24600,0,1,0,0
18,133,2011,260000,28481,0,1,0,0
8,505,2013,350000,100000,0,0,0,0
17,71,2013,750000,41988,1,1,0,0
18,133,2009,180000,30375,0,1,0,0
23,506,2017,350000,7658,0,1,1,0
18,95,2017,611000,34400,1,1,0,0
23,507,2017,325000,18500,0,1,0,0
10,508,2012,225000,48000,0,1,0,0
18,335,2014,300000,28942,0,1,1,0
17,86,2017,400000,50000,1,0,0,1
17,71,2012,711000,53600,1,1,0,0
26,509,2015,851000,53652,1,1,0,0
18,216,2014,500000,25000,0,0,0,0
26,510,2007,250000,80000,1,0,0,1
18,221,2017,150000,50000,0,0,0,0
17,32,2016,610000,15000,1,0,0,1
17,511,2018,450000,5000,0,0,0,0
10,512,2017,744000,106000,1,0,0,0
3,288,2008,120000,100000,0,0,0,2
23,513,2016,220000,60000,0,0,0,2
18,462,2012,480000,120000,1,0,0,3
18,514,2017,370000,82000,0,0,1,0
6,515,2003,55000,35000,1,0,0,1
10,49,2013,125000,205000,0,0,0,0
10,318,2011,260000,125000,1,0,0,2
6,516,2015,350000,130000,1,0,0,0
18,517,2012,170000,97000,2,0,0,1
10,269,2015,350000,90000,0,0,0,1
18,518,2009,250000,60000,0,0,0,2
25,139,2013,170000,60000,1,0,0,0
17,187,2018,1300000,35000,1,0,0,0
10,519,2019,550000,25000,0,0,0,0
9,520,2017,400000,15000,0,0,0,0
25,329,2011,120000,20000,0,0,0,0
25,329,2011,120000,20000,0,0,0,0
8,172,2010,275000,70000,0,0,0,0
25,521,2016,285000,90000,0,0,0,0
10,522,2016,900000,80000,1,0,0,0
19,523,2014,2500000,79500,1,0,1,1
10,223,2013,620000,70000,1,0,0,1
26,524,2018,1700000,5000,1,0,0,0
8,112,2018,650000,15000,0,0,0,0
18,216,2014,500000,35000,0,0,0,0
25,525,2009,250000,120000,1,0,0,1
17,526,2018,950000,15000,1,0,0,1
26,527,2015,320000,60000,0,0,0,0
23,143,2013,450000,120000,1,0,0,0
17,528,2016,350000,90000,1,0,0,0
18,529,2015,400000,90000,0,0,0,0
18,204,2018,200000,10000,0,0,0,0
10,530,2009,250000,72000,1,0,0,1
26,531,2011,550000,197000,0,0,0,1
18,486,1999,85000,70000,0,0,0,1
10,119,2001,52000,50000,0,0,0,2
25,532,2017,1200000,50000,1,0,1,0
10,533,2011,450000,60000,0,0,1,2
18,534,2018,615000,40000,0,0,0,0
18,535,2012,400000,60000,1,0,0,1
25,439,2013,60000,40000,0,0,0,0
18,536,2017,500000,9161,0,0,0,0
9,537,2015,600000,45000,0,0,0,0
10,538,2010,110000,110000,0,0,0,0
10,209,2013,175000,80000,0,0,0,0
8,539,2011,325000,100000,1,0,0,1
18,493,2017,425000,90000,1,0,0,0
10,540,2009,160000,70000,2,0,0,2
18,419,2007,100000,80000,0,0,0,2
18,493,2014,390000,110000,1,0,0,1
10,220,2017,400000,50000,0,0,0,0
25,541,2018,509999,5000,0,0,0,0
10,542,2008,150000,90000,0,0,0,2
10,37,2009,110000,120000,0,0,0,0
21,543,2013,450000,80000,1,0,0,0
10,220,2017,400000,38000,0,0,0,1
10,37,2009,140000,120000,0,0,0,0
25,139,2011,130000,90000,1,0,0,0
18,229,2017,160000,50000,0,0,0,0
18,229,2016,150000,60000,0,0,0,0
17,71,2013,500000,100000,1,0,0,1
25,544,2011,40000,19000,0,0,0,0
3,545,2006,140000,200000,1,0,0,2
17,546,2015,227000,70000,1,0,0,1
18,334,2011,285000,50000,1,0,0,1
18,152,2012,155000,19077,0,0,0,1
10,547,2016,210000,30000,0,0,0,0
18,39,2009,140000,80000,0,0,0,1
26,548,2015,940000,128000,1,0,0,0
21,549,2013,750000,80000,1,0,0,0
18,260,2016,610000,100000,1,0,0,0
21,550,2015,450000,50000,1,0,0,0
26,267,2012,409999,56000,1,0,0,0
10,508,2018,100000,21302,0,0,0,0
23,286,2018,300000,10500,0,0,0,0
17,551,2013,400000,107000,1,0,0,0
10,61,2010,210000,60000,0,0,0,1
10,552,2006,90000,120000,0,0,0,1
18,479,2010,222000,70000,0,0,0,0
18,229,2015,240000,50000,0,0,0,1
26,267,2013,450000,70000,1,0,0,1
23,344,2013,450000,1000,1,1,0,1
19,397,2018,3800000,10000,1,1,1,0
1,398,2013,1580000,86000,1,1,1,0
2,399,2019,4950000,30000,1,1,1,0
10,107,2016,535000,52600,1,0,0,0
18,400,2012,225000,110000,0,0,0,1
10,401,2017,550000,19890,0,1,1,0
18,386,2016,670000,7104,0,2,0,0
18,216,2015,625000,11918,0,2,0,0
10,402,2017,520000,10510,0,1,1,0
3,403,2016,239000,41000,0,1,0,0
26,404,2017,2600000,47162,1,2,1,0
18,387,2015,750000,45974,1,2,0,0
10,405,2012,229999,49824,0,1,0,0
1,75,2013,1300000,58500,1,1,1,0
10,406,2005,80000,56580,0,1,0,0
24,407,2012,385000,52000,1,1,0,0
10,388,2015,760000,55340,0,2,0,0
18,95,2017,600000,46507,1,2,0,0
23,344,2013,450000,1000,1,1,0,1
19,397,2018,3800000,10000,1,1,1,0
1,398,2013,1580000,86000,1,1,1,0
2,399,2019,4950000,30000,1,1,1,0
10,107,2016,535000,52600,1,0,0,0
18,400,2012,225000,110000,0,0,0,1
10,401,2017,550000,19890,0,1,1,0
18,386,2016,670000,7104,0,2,0,0
18,216,2015,625000,11918,0,2,0,0
10,402,2017,520000,10510,0,1,1,0
3,403,2016,239000,41000,0,1,0,0
26,404,2017,2600000,47162,1,2,1,0
18,387,2015,750000,45974,1,2,0,0
10,405,2012,229999,49824,0,1,0,0
1,75,2013,1300000,58500,1,1,1,0
10,406,2005,80000,56580,0,1,0,0
24,407,2012,385000,52000,1,1,0,0
10,388,2015,760000,55340,0,2,0,0
18,95,2017,600000,46507,1,2,0,0
27,553,2012,735000,55300,1,1,1,0
25,554,2012,285000,74300,1,1,0,0
9,555,2010,350000,48781,0,1,0,0
27,556,2010,290000,87620,1,1,1,0
27,557,2017,890000,40219,1,1,1,0
9,436,2011,385000,11473,0,1,0,0
18,41,2017,425000,8352,0,1,0,0
18,558,2017,525000,9745,0,1,1,0
10,559,2017,550000,9748,0,1,0,0
27,560,2012,271000,49000,0,1,0,0
10,561,2018,1490000,20694,1,1,0,0
10,562,2015,490000,31080,0,1,0,0
10,117,2014,260000,37605,0,1,0,0
10,447,2014,455000,55850,1,1,0,0
25,104,2010,75000,58850,0,1,0,0
26,527,2015,421000,23839,0,1,0,0
18,563,2016,550000,54000,1,1,0,0
10,564,2013,330000,38000,0,1,1,0
27,565,2012,390000,45454,1,1,0,0
24,566,2015,599000,46957,1,1,1,0
10,567,2007,110000,60000,0,0,0,3
23,285,2016,250000,25000,0,0,0,0
17,568,2012,600000,110000,1,0,0,3
8,569,2008,280000,190000,1,0,0,1
1,570,2018,2700000,25000,1,0,1,0
17,423,2008,80000,90000,0,0,0,0
18,150,2019,350000,5000,0,0,0,0
18,142,2015,475000,60000,1,0,0,0
1,571,2020,4700000,1500,1,0,1,0
18,95,2018,500000,50000,1,0,0,0
3,572,2014,250000,120000,1,0,0,0
10,573,2005,100000,120000,1,0,0,1
18,352,2019,350000,5000,0,0,0,0
2,574,2014,4000000,47000,1,0,1,0
26,575,2017,1900000,20000,0,0,1,0
10,144,2005,95000,120000,0,0,0,1
10,65,2015,409999,58000,1,0,0,0
17,576,2018,1050000,35000,1,0,0,0
18,150,2017,320000,30000,0,0,0,0
17,577,2019,1000000,10000,1,0,0,0
26,471,2017,1770000,25000,1,0,0,0
17,578,2018,950000,20000,1,0,0,0
18,346,2018,750000,50000,1,0,0,0
10,49,2014,220000,42000,0,0,0,0
25,429,2017,1000000,50000,1,0,0,0
9,579,2017,660000,116000,1,0,0,0
18,462,2015,716000,100000,1,0,0,0
18,580,2015,675000,66000,0,0,0,0
17,36,2010,385000,110000,1,0,0,2
6,581,2014,325000,70000,1,0,0,0
10,561,2015,950000,60000,1,0,0,0
8,582,2007,400000,110000,1,0,1,3
25,197,2014,250000,25000,1,0,0,0
15,583,2018,4000000,68000,0,0,1,0
18,229,2014,210000,20000,0,0,0,0
10,584,2011,147000,110000,0,0,0,1
18,585,2018,725000,26350,1,0,0,0
17,282,2012,550000,90000,1,0,0,0
10,586,2016,475000,25000,0,0,0,0
10,37,2014,250000,50000,0,0,0,1
25,266,2006,70000,60000,0,0,0,1
10,117,2012,160000,70000,0,0,0,2
8,587,2011,1000000,90000,1,0,1,1
10,588,2001,68000,70000,0,0,0,0
10,38,2017,500000,26500,0,0,0,0
25,139,2013,170000,60000,1,0,0,0
17,187,2018,1300000,35000,1,0,0,0
10,589,2020,1050000,10000,1,0,0,0
18,435,2009,300000,15000,0,0,0,0
10,122,2016,600000,25000,0,0,0,0
10,590,2017,900000,50000,1,0,0,0
10,519,2019,550000,25000,0,0,0,0
18,152,2007,100000,52000,0,0,0,1
9,520,2017,400000,15000,0,0,0,0
25,329,2011,120000,20000,0,0,0,0
10,125,2013,300000,90000,1,0,0,0
25,591,2011,140000,60000,1,0,0,1
24,149,2015,640000,23000,0,0,0,0
18,150,2018,380000,22155,0,0,0,0
25,329,2011,120000,20000,0,0,0,0
18,151,2018,650000,70000,0,0,0,0
18,152,2009,150000,60000,0,0,0,1
8,241,2018,550000,35000,0,0,0,0
17,474,2012,650000,71042,1,1,0,0
20,592,2012,1025000,167870,1,1,0,1
8,593,2011,195000,133564,1,1,0,0
19,397,2018,3800000,10000,1,1,1,0
2,255,2013,1490000,40000,1,1,1,0
2,399,2019,4950000,30000,1,1,1,0
9,594,2018,1140000,23038,0,2,1,0
3,198,2011,95000,70000,1,0,0,0
2,595,2017,3050000,30000,1,0,1,0
10,401,2017,550000,19890,0,1,1,0
18,216,2015,625000,11918,0,2,0,0
10,402,2017,520000,10510,0,1,1,0
3,403,2016,239000,41000,0,1,0,0
26,404,2017,2600000,47162,1,2,1,0
10,405,2012,229999,49824,0,1,0,0
1,75,2013,1300000,58500,1,1,1,0
18,102,2017,585000,43608,0,2,0,0
18,596,2018,825000,11212,0,2,1,0
10,597,2013,280000,52000,1,1,0,0
18,598,2016,725000,49217,0,2,0,0
17,411,2015,300000,90000,1,0,0,0
10,6,2015,375000,70000,0,0,0,0
9,599,2003,310000,90000,0,0,0,3
18,161,2011,375000,190000,1,0,0,2
8,600,2016,1950000,106000,1,0,1,0
25,601,2012,400000,80000,1,0,0,1
21,602,2014,550000,80000,1,0,0,1
18,157,2018,270000,20000,0,0,0,0
18,462,2012,555000,110000,1,0,0,1
8,603,2013,500000,60000,1,0,0,1
24,604,2010,400000,130000,1,0,1,1
10,508,2017,280000,28838,0,0,0,0
25,483,2008,80000,200000,0,0,0,0
25,48,2006,55000,100000,1,0,0,0
18,605,2014,250000,50000,0,0,0,0
17,606,2010,250000,190000,1,0,0,3
17,607,2007,95000,100000,1,0,0,1
17,32,2014,725000,135000,1,0,0,1
17,246,2015,320000,50000,1,0,0,2
24,608,2014,1200000,135000,1,0,1,2
3,198,2012,160000,50000,1,0,0,0
9,609,2018,790000,19571,1,1,0,0
9,610,2018,1200000,29600,0,1,0,0
18,485,2011,175000,70000,0,0,0,0
18,611,2018,950000,15000,1,0,1,0
18,612,2019,340000,50000,0,0,0,0
23,613,2017,825000,13500,1,0,0,0
1,614,2018,3100000,22000,0,0,1,0
9,615,2018,780000,25000,1,1,0,0
26,616,2010,350000,80000,0,0,1,2
9,617,2018,690000,39000,0,1,0,0
18,221,2016,245000,60000,0,0,0,0
9,615,2018,790000,49000,1,1,0,0
9,618,2018,680000,48600,0,1,0,0
10,562,2017,540000,20000,0,0,0,1
17,619,2016,425000,25000,0,0,0,0
18,620,2008,140000,120000,0,0,0,0
18,621,2019,1100000,30000,1,0,0,0
23,475,2015,715000,35000,1,0,0,0
1,398,2013,1580000,86000,1,1,1,0
1,622,2015,1750000,127643,1,1,1,0
25,623,2018,400000,54000,0,1,0,1
1,21,2014,1750000,102354,1,1,1,0
1,624,2014,1850000,62237,0,1,1,0
10,128,2005,114999,90000,0,1,0,1
8,361,2018,950000,21394,1,1,0,0
5,625,2015,310000,32686,0,1,0,0
17,626,2006,575000,1001,1,1,0,0
23,627,2017,490000,22000,1,1,0,0
10,190,2017,480000,53261,0,1,0,0
15,628,2016,3500000,53000,1,1,1,0
23,286,2018,370000,10000,0,1,0,0
18,260,2017,835000,14000,1,1,0,0
27,629,2017,650000,44000,0,1,0,0
26,357,2014,670000,39895,1,1,0,0
3,166,2017,950000,73000,1,1,1,0
9,630,2014,690000,17000,0,1,0,0
27,629,2017,670000,18591,0,1,0,0
25,410,2017,925000,26766,1,1,0,0
10,49,2015,250000,30000,0,0,0,0
25,631,2016,509999,42000,1,0,0,0
9,47,2014,520000,110000,1,0,0,0
25,632,2005,100000,100000,1,0,0,0
25,48,2006,85000,300000,1,0,0,1
25,591,2009,130000,110000,1,0,0,2
8,361,2018,950000,27620,1,1,0,0
8,112,2015,450000,70000,0,0,0,0
9,633,2012,320000,50000,0,0,0,1
18,95,2015,480000,50000,1,0,0,0
19,634,2014,2490000,46000,1,0,1,0
26,635,2012,790000,82000,1,0,0,0
18,204,2016,120000,120000,0,0,0,0
18,39,2006,75000,80000,0,0,0,2
25,483,2010,99000,70000,0,0,0,0
18,387,2018,1015000,20000,1,0,0,0
17,636,2013,250000,200000,1,0,0,1
26,637,2011,520000,120000,1,0,0,0
10,638,2018,1100000,30000,1,0,1,0
26,193,2005,200000,223000,1,0,0,0
18,95,2016,525000,60000,1,0,0,0
10,323,2016,500000,40000,0,0,0,0
17,639,2016,675000,161327,1,0,0,0
10,640,2009,150000,60000,0,0,0,2
17,641,2007,250000,50000,1,0,0,0
10,519,2018,450000,6000,0,0,0,0
10,642,2009,150000,68000,0,0,0,1
3,198,2012,200000,85000,1,0,0,0
17,231,2011,525000,70000,1,0,1,0
18,643,1999,60000,35000,0,0,0,1
18,103,2010,180000,100000,1,0,0,1
9,644,2015,475000,110000,1,0,0,0
17,231,2010,380000,195000,1,0,1,1
18,229,2015,285000,46000,0,0,0,1
18,191,2008,91200,60000,0,0,0,1
5,3,2017,250000,46000,0,0,0,0
10,65,2015,400000,42000,1,0,0,0
10,645,2006,160000,90000,0,0,1,1
24,646,2012,650000,85000,1,0,0,1
10,2,2012,409999,120000,1,0,0,2
8,305,2013,425000,72000,1,0,0,0
18,647,2013,250000,71000,2,0,0,1
18,518,2009,200000,110000,0,0,0,3
18,647,2013,250000,71000,2,0,0,1
27,341,2010,130000,144000,1,0,0,3
18,41,2017,260000,30000,0,1,0,0
10,648,2007,155000,65000,0,1,0,0
9,609,2015,450000,38000,1,0,0,0
18,649,2012,220000,90000,0,0,0,1
10,650,2018,650000,37000,1,1,0,0
18,229,2018,285000,30000,0,1,0,0
9,651,2018,725000,26000,0,1,1,0
18,652,2016,625000,30000,0,1,0,0
10,653,2016,550000,23000,0,1,0,0
10,405,2012,240000,40000,0,1,0,0
21,654,2014,600000,27000,1,1,0,0
25,311,2012,350000,65000,1,1,0,0
10,49,2015,245000,32000,0,1,0,0
17,655,2016,600000,56000,1,1,0,0
2,82,2017,2400000,30000,1,0,1,0
17,656,2014,620000,80000,1,1,0,0
18,230,2014,395000,52000,0,1,0,1
18,657,2014,635000,13250,0,1,0,0
18,152,2011,180000,36000,0,1,0,0
18,658,2015,484999,73000,1,1,0,1
18,152,2004,110000,60000,0,0,0,0
18,659,2006,150000,60000,0,0,0,1
3,660,2012,400000,110000,1,0,0,0
25,661,2012,200000,70000,1,0,0,1
23,662,2013,302000,60000,1,0,0,1
18,663,2011,215000,90000,1,0,0,3
18,659,2004,155000,80000,0,0,0,1
26,509,2014,1000000,101000,1,0,0,1
17,86,2018,550000,44000,1,0,0,0
18,57,2006,200000,45000,0,0,0,0
17,639,2017,750000,120000,1,0,0,0
18,486,2005,90000,90000,0,0,0,1
18,1,2007,80000,120000,0,0,0,1
10,319,2013,229999,13500,0,0,0,0
23,286,2017,350000,10000,0,0,0,0
10,190,2015,325000,25000,0,0,0,2
25,20,2018,450000,8500,0,0,0,0
18,189,2012,250000,120000,1,0,0,0
27,664,2012,225000,120000,1,0,0,0
18,39,2009,150000,90246,0,0,0,2
18,5,2008,110000,90000,0,0,0,1
18,191,2010,150000,40000,0,0,0,1
18,665,2000,165000,60000,0,0,0,3
23,344,2017,610000,32000,1,0,0,1
25,666,2013,170000,60400,1,0,0,0
10,342,2008,150000,70950,1,0,0,1
10,125,2013,300000,90000,1,0,0,0
10,272,2015,375000,72000,1,0,0,0
18,334,2013,390000,90000,1,0,0,0
10,299,2017,600000,10000,0,0,0,0
18,229,2014,204999,25000,0,0,0,1
10,342,2009,270000,80000,1,0,0,1
10,269,2017,375000,10000,0,0,0,0
18,598,2020,700000,1100,0,0,0,0
18,667,2017,455000,40000,0,0,0,0
10,114,2017,375000,10000,0,0,0,0
10,559,2014,341000,31491,0,0,0,0
18,95,2014,200000,107143,1,0,0,1
18,668,2017,450000,15000,0,0,1,0
10,209,2012,170000,50000,0,0,0,1
26,669,2017,1900000,100000,1,0,0,0
17,670,2016,500000,60000,1,0,0,0
18,315,2016,819999,85000,1,0,0,0
18,671,2014,351000,40000,0,0,0,1
10,640,2011,195000,80000,0,0,0,1
18,161,2008,250000,82000,1,0,0,1
18,440,2008,120000,70000,0,0,0,1
18,249,2009,180000,70000,0,0,0,2
17,672,2016,430000,20000,1,0,0,0
25,673,2012,75000,35000,0,0,0,1
17,89,2017,750000,80000,1,0,0,0
25,329,2011,60000,40000,0,0,0,0
26,201,2015,1500000,46412,1,0,0,0
17,225,2011,390000,150000,1,0,0,3
17,674,2016,630000,50000,1,0,0,0
25,675,2018,1085000,15000,1,0,0,0
10,640,2012,190000,60000,0,0,0,1
18,676,2018,550000,25000,0,0,1,0
18,229,2012,200000,90000,0,0,0,2
3,238,2011,165000,60000,0,0,0,0
8,284,2013,260000,65000,1,0,0,0
18,152,2011,151000,40000,0,0,0,0
18,127,2018,780000,50000,1,0,0,0
25,343,2012,175000,80000,1,0,0,2
25,197,2010,170000,107500,1,1,0,0
25,197,2013,210000,135000,1,1,0,1
18,39,2007,90000,43826,0,1,0,1
10,677,2016,535000,55838,0,1,0,0
18,142,2007,195000,112880,1,1,0,0
25,678,2011,140000,90000,1,0,0,2
21,679,2012,350000,40000,0,0,0,0
10,496,2013,425000,66000,0,0,0,0
23,286,2017,300000,30300,0,0,0,0
27,680,2013,340000,85000,1,0,0,1
18,518,2009,250000,80659,0,1,0,0
3,681,2008,170000,81324,0,1,0,0
9,644,2013,315000,127884,1,1,0,0
3,682,2015,200000,50000,0,0,0,0
3,682,2016,300000,25000,0,0,0,0
9,644,2015,300000,66755,1,1,0,0
9,683,2013,380000,123084,0,1,0,0
18,297,2009,250000,806599,0,1,0,0
9,644,2013,310000,95851,1,1,0,0
18,684,2010,260000,50000,0,0,0,0
18,685,2008,150000,50000,0,0,0,1
18,163,2006,85000,60000,0,0,0,1
18,229,2015,280000,15000,0,0,0,1
17,686,2016,850000,40000,1,0,0,0
5,351,2017,375000,20000,0,0,0,1
10,687,2006,125000,120000,1,0,0,2
3,165,2012,250000,110000,1,0,0,0
26,688,2014,715000,234000,1,0,0,0
10,689,2011,220000,70000,1,0,0,0
25,690,2010,110000,110000,1,0,0,1
10,691,2007,150000,84000,0,0,0,1
21,543,2012,300000,170000,1,0,0,0
5,3,2017,220000,40000,0,0,0,0
18,692,2006,75000,96000,0,0,0,1
25,465,2009,100000,20000,1,0,0,0
8,241,2016,380000,15000,0,0,0,0
10,693,2007,100000,50000,0,0,0,0
27,694,2010,480000,80000,0,0,0,1
26,50,2012,300000,124000,1,0,0,0
3,198,2013,190000,70000,1,0,0,0
8,695,2012,190000,130000,1,0,0,1
8,696,2017,650000,19014,0,1,0,0
26,697,2009,300000,23262,0,1,0,0
8,698,2016,700000,29600,1,1,0,0
10,114,2015,310000,35925,0,1,0,0
18,699,2018,500000,12000,0,0,0,0
26,455,2013,415000,40771,0,1,0,0
18,450,2015,395000,30500,0,1,1,1
26,700,2014,430000,42000,0,1,0,1
26,701,2007,215000,55800,0,1,0,1
23,702,2014,550000,66569,1,1,0,0
27,490,2014,415000,81358,1,1,0,0
27,703,2015,450000,82695,1,1,0,0
8,704,2014,285000,68293,1,1,0,1
9,705,2016,580000,32000,0,1,1,0
18,706,2014,300000,190621,1,1,0,0
10,469,2018,1200000,60000,1,0,0,0
18,707,2006,78000,64700,0,0,0,0
18,0,2002,65000,100000,0,0,0,1
25,199,2016,400000,88470,1,0,0,0
10,708,2016,850000,75000,1,0,0,0
27,350,2013,450000,120000,1,0,0,1
19,709,2012,2500000,35000,1,0,1,0
26,710,2017,780000,70000,1,0,0,0
26,488,2017,3200000,57000,1,0,1,0
18,221,2020,350000,1000,0,0,0,0
17,711,2013,285000,120000,1,0,0,1
27,712,2015,525000,98000,1,1,0,0
18,713,2014,550000,90000,1,1,0,1
27,714,2018,580000,70000,1,0,0,0
25,715,2013,75000,25000,0,0,0,2
25,716,2009,185000,60000,1,0,0,2
18,717,2007,110000,90000,0,0,0,3
9,158,2004,180000,200000,0,0,0,1
27,664,2010,350000,110000,1,0,0,1
3,718,2005,60000,126000,0,0,0,1
17,719,2018,695000,70000,1,0,0,0
17,720,2019,2700000,5000,1,0,1,0
18,721,2007,135000,74183,0,0,0,1
17,246,2015,640000,70000,1,0,0,1
18,221,2014,160000,90000,0,0,0,0
25,722,2004,80000,46000,0,0,0,1
18,95,2013,340000,110000,1,0,0,1
18,275,2012,110000,80000,1,0,0,1
25,631,2013,250000,90000,1,0,0,1
26,471,2017,1300000,70000,1,0,0,0
17,711,2014,250000,1,1,0,0,1
26,294,2009,450000,192000,1,0,0,0
18,441,2013,240000,70000,0,0,0,3
17,354,2007,225000,120000,1,0,0,1
18,723,2015,275000,60000,0,0,0,1
25,724,2012,320000,120000,1,0,0,1
18,5,2008,75000,120000,0,0,0,0
